Building Id,Cogent Market,Ranking,Address,Building/Node Name,City,State,Zip Code,On Net Date,On Net Status,Site Type
1035-1,Houston,1,12001 North Fwy,Level 3,Houston,TX,77060,12/28/01,Lit,Carrier Neutral Data Center
10621-0,Dallas,1,3000 Irving Blvd,TierPoiint (former Colo4),Dallas,TX,75247,2/21/02,Lit,Carrier Neutral Data Center
10624-1,Charlotte,1,3101 International Airport Dr,DC74 Data Center,Charlotte,NC,28208,6/30/11,Lit,Carrier Neutral Data Center
10915-0,Los Angeles,1,615 S. Grand Avenue,615 S. Grand Avenue,Los Angeles,CA,90017,7/24/02,Lit,Carrier Neutral Data Center
10917-1,Chicago,1,710 N Lake Shore Drive,Starlight,Chicago,IL,60602,9/7/07,Lit,Carrier Neutral Data Center
10923-1,Toronto,1,100 Wellington West 4th Floor,Q9 Datacenter Toronto 1,Toronto,ON,M5K 1E7,8/28/15,Lit,Carrier Neutral Data Center
10929-1,Toronto,1,130 King St West,Toronto Stock Exchange Colo,Toronto,ON,M5X 1E5,11/13/09,Lit,Carrier Neutral Data Center
10929-2,Toronto,1,130 King St West - Suite 2105,Chi-X,Toronto,ON,M5X 1E5,2/24/10,Lit,Carrier Neutral Data Center
10946-1,Toronto,1,25 Adelaide St East 5th Floor,Interlink,Toronto,ON,M5H 2Y2,12/20/02,Lit,Carrier Neutral Data Center
10988-1,Toronto,1,1 Yonge St.,Amanah Tech Data Center,Toronto,ON,M5E 1E5,2/4/16,Lit,Carrier Neutral Data Center
11016-1,Toronto,1,10 Bay St. 2nd floor,Blackiron,Toronto,ON,M5J 2R8,7/18/13,Lit,Carrier Neutral Data Center
11027-1,Toronto,1,151 Front St. W.,Equinix (Formerly Switch and Data),Toronto,ON,M5J 2N1,6/25/04,Lit,Carrier Neutral Data Center
11027-3,Toronto,1,151 Front St. W.,Cologix (STD Connections),Toronto,ON,M5J 2N1,2/23/06,Lit,Carrier Neutral Data Center
1105-1,New York,2,111 Eighth Ave - Suite 536,Decom COI Pop - JFK07 - Switch and Data,New York,NY,10011,6/30/14,Un Lit,Carrier Neutral Data Center
1105-2,New York,1,111 Eighth Ave - Suite 734,COI Pop - JFK05 - SwData-PAIX-NY,New York,NY,10011,7/13/01,Lit,Carrier Neutral Data Center
1105-3,New York,1,111 Eighth Ave - 3rd Floor,Level 3,New York,NY,10011,11/24/01,Lit,Carrier Neutral Data Center
1105-4,New York,1,111 Eighth Ave - 15th Floor,Equinix (Formerly Switch and Data) - 15th Floor,New York,NY,10011,1/28/02,Lit,Carrier Neutral Data Center
1105-8,New York,1,111 Eighth Ave,COI Pop - JFK10 - Telx Meet-Me-Room (NYConnect),New York,NY,10011,1/13/06,Lit,Carrier Neutral Data Center
11103-1,Toronto,1,905 King St. W.,Cologix,Toronto,ON,M7A 2A9,5/30/13,Lit,Carrier Neutral Data Center
11152-1,Toronto,1,245 Consumers Rd. 300,Cogent Data Center,Toronto,ON,M2J 1R3,11/22/13,Lit,Cogent Data Center
11392-0,Denver,1,4300 Brighton Blvd,ForTrust Data Center,Denver,CO,80216,9/18/15,Lit,Carrier Neutral Data Center
1200-2,Los Angeles,1,818 W 7th St - 6th Floor,Equinix (fomerly Pihana),Los Angeles,CA,90017,8/9/01,Lit,Carrier Neutral Data Center
1200-3,Los Angeles,1,818 W 7th St - 11th Floor,Level 3,Los Angeles,CA,90017,12/11/01,Lit,Carrier Neutral Data Center
1202-1,Los Angeles,1,1200 W 7th St Lower Level 1,net2ez (formerly Navisite),Los Angeles,CA,90017,12/11/01,Lit,Carrier Neutral Data Center
1202-4,Los Angeles,1,1200 W 7th St - Suite L1-100,Alchemy,Los Angeles,CA,90017,4/16/09,Lit,Carrier Neutral Data Center
1202-9,Los Angeles,1,1200 W 7th St,Garland Connect (building MMR),Los Angeles,CA,90017,8/19/14,Lit,Carrier Neutral Data Center
122-15,Atlanta,1,250 Williams St NW E100,Internap,Atlanta,GA,30303,4/30/12,Lit,Carrier Neutral Data Center
1354-1,New York,2,60 Broad St 27th Floor,ISE,New York,NY,10004,2/4/14,Un Lit,Carrier Neutral Data Center
1355-12,New York,1,75 Broad St 25th Floor,Metcom,New York,NY,10004,1/30/12,Lit,Carrier Neutral Data Center
1355-2,New York,1,75 Broad St - 19th Floor,vXchnge,New York,NY,10004,2/5/02,Lit,Carrier Neutral Data Center
1355-4,New York,1,75 Broad St,Internap,New York,NY,10004,11/21/12,Lit,Carrier Neutral Data Center
1362-2,New York,1,25 Broadway,Cogent Data Center,New York,NY,10004,6/18/14,Lit,Cogent Data Center
14043-1,Albuquerque,1,505 Marquette Ave NW,COI Hub - ABQ01 - CityLink Fiber,Albuquerque,NM,87102,4/2/10,Lit,Carrier Neutral Data Center
14498-1,"Washington, DC",1,"21701 Filigree Court, Bldg D",Equinix DC5,Ashburn,VA,20147,3/18/10,Lit,Carrier Neutral Data Center
14499-1,"Washington, DC",1,21721 Filigree Court,Equinix DC6,Ashburn,VA,20147,8/2/10,Lit,Carrier Neutral Data Center
14570-1,Denver,1,391 Inverness Pkwy,zColo (formerly operated by Latisys),Englewood,CO,80112,11/10/11,Lit,Carrier Neutral Data Center
14582-1,Des Moines,1,666 Walnut Street,COI Hub - DSM01 - FiberLink @ NexGen Colo,Des Moines,IA,50309,5/22/08,Lit,Carrier Neutral Data Center
14796-1,Los Angeles,1,2947 Bradley Street 1st Floor,Cogent Pasadena Data Center,Pasadena,CA,91107,12/8/11,Lit,Cogent Data Center
14993-1,New Orleans,1,650 Poydras Street,COI Hub - MSY01 - Cogent Data Center,New Orleans,LA,70130,10/7/10,Lit,Cogent Data Center
15067-1,Oklahoma City,1,201 Robert S. Kerr Avenue,COI Hub - OKC01 - FullTel Communications,Oklahoma City,OK,73102,9/30/10,Lit,Carrier Neutral Data Center
15380-1,Buffalo,1,350 Main St,Shatter IT,Buffalo,NY,14202,12/16/15,Lit,Carrier Neutral Data Center
15380-2,Buffalo,1,"350 Main St, (1st Floor)",COI Hub - BUF02 - 365 Main,Buffalo,NY,14202,12/21/05,Lit,Carrier Neutral Data Center
15382-1,Milwaukee,1,324 E Wisconsin,COI Hub - MKE02,Milwaukee,WI,53202,1/28/10,Lit,Cogent Data Center
15382-2,Milwaukee,1,324 E Wisconsin Suite 825,TSR,Milwaukee,WI,53202,3/1/13,Lit,Carrier Neutral Data Center
15384-2,Syracuse,1,109 South Warren St,West Telecom CNDC,Syracuse,NY,13202,10/14/11,Lit,Carrier Neutral Data Center
15384-3,Syracuse,1,109 South Warren St 9th Floor,"Wholesale Carrier Services, Inc",Syracuse,NY,13202,9/25/12,Lit,Carrier Neutral Data Center
1543-1,"Washington, DC",2,1220 L St NW 500,Looking Glass,Washington,DC,20005,10/20/10,Un Lit,Carrier Neutral Data Center
15437-0,Houston,1,4211B Southwest Frwy,CyrusOne,Houston,TX,77027,10/19/07,Lit,Carrier Neutral Data Center
15447-0,Miami,1,11300 NW 25th Street,Telefonica KeyCenter,Miami,FL,33172,11/14/03,Lit,Carrier Neutral Data Center
15452-0,Miami,1,1961 NW 22nd Street (fka 1953 NW 22nd St),Infolink,Miami,FL,33142,11/29/02,Lit,Carrier Neutral Data Center
15471-1,Detroit,1,24660 Lahser Rd,COI Pop - DTW03 - 365 Mai (Formerly Equinix),Southfield,MI,48033,10/28/08,Lit,Carrier Neutral Data Center
15478-1,Buffalo,1,"325 Delaware, 2nd Floor","Level3 POP - BFLONY1W - Buffalo, NY (old BUF01)",Buffalo,NY,14202,6/2/09,Lit,Carrier Neutral Data Center
15484-1,Columbus,1,240 N 5th Street,COI Hub - CMH02 - FNSI Columbus,Columbus,OH,43215,8/5/08,Lit,Cogent Data Center
15486-1,Pittsburgh,1,650 Smithfield St.,COI Pop - PIT01 - FNSI Pittsburgh,Pittsburgh,PA,15222,6/22/07,Lit,Carrier Neutral Data Center
15510-1,Cleveland,1,1255 Euclid Ave,365 Main,Cleveland,OH,44115,9/12/08,Lit,Carrier Neutral Data Center
15510-2,Cleveland,1,1255 Euclid Ave,BlueBridge,Cleveland,OH,44115,2/10/16,Lit,Carrier Neutral Data Center
15515-0,Amsterdam,1,Science Park 105,NIKHEF,Amsterdam,NL,1098 XG,4/15/13,Lit,Carrier Neutral Data Center
15517-1,London,1,14 Coriander Avenue,COI Hub - LON01 - Telehouse North,London,UK,E14 2AA,1/19/04,Lit,Carrier Neutral Data Center
15525-0,Paris,1,77 boulevard de la RÃ©publique,COI Hub - PAR01 - PZU,La Garenne Colombes,FR,92250,5/10/04,Lit,Cogent Data Center
15526-1,Paris,1,124 boulevard de Verdun,Netcenter,Courbevoie,FR,92400,1/19/04,Lit,Carrier Neutral Data Center
15527-1,Paris,1,137 Boulevard Voltaire,COI Pop - PAR04 - Telehouse 2,Paris,FR,75011,1/19/04,Lit,Carrier Neutral Data Center
15528-1,London,1,18 Coriander Avenue,COI Pop - LON02 - Telehouse East,London,UK,E14 2AA,1/19/04,Lit,Carrier Neutral Data Center
15529-1,Paris,1,20 rue des Gardinoux,COI Pop - PAR05 - Interxion 2,Aubervilliers,FR,93300,1/19/04,Lit,Carrier Neutral Data Center
15530-1,Paris,1,38 rue des Jeuneurs,Telehouse 1,Paris,FR,75011,1/19/04,Lit,Carrier Neutral Data Center
15531-1,Paris,1,45 Avenue Victor Hugo,Interxion,Aubervilliers,FR,93300,1/19/04,Lit,Carrier Neutral Data Center
15532-1,London,1,47 Millharbour,Telecity Millharbour,London,UK,E14 9TR,1/19/04,Lit,Carrier Neutral Data Center
15533-1,London,1,8-9 Harbour Exchange,Telecity HEX,London,UK,E14 9GE,1/19/04,Lit,Carrier Neutral Data Center
15534-1,London,1,6-7 Harbour Exchange Sq,Telecity 1,London,UK,E14 9GE,1/19/04,Lit,Carrier Neutral Data Center
15535-1,Madrid,1,Albasanz 71,COI Hub - MAD05 - Interxion,Madrid,ES,28037,1/19/04,Lit,Carrier Neutral Data Center
15536-1,Madrid,1,Mesena 80,Espanix,Madrid,ES,28230,1/19/04,Lit,Carrier Neutral Data Center
15537-1,Madrid,1,Valgrande 6,Telvent Carrier House 2,Alcobendas,ES,28108,1/19/04,Lit,Carrier Neutral Data Center
15538-1,Madrid,1,Isabel Colbrand 6-8,Carrier House 1,Madrid,ES,28050,1/19/04,Lit,Carrier Neutral Data Center
15544-0,Bordeaux,1,BÃ¢t. G2 - Bassin Ã  flots,COI Hub - BOD01,Bordeaux,FR,33000,5/10/04,Lit,Cogent Data Center
15546-0,Caen,1,Rue de la Cotonniere,COI Hub - CFR01 - Caen,Caen,FR,14000,5/10/04,Lit,Carrier Neutral Data Center
15547-0,Dijon,1,41 Quai Gauthey,COI Pop - DIJ01,Dijon,FR,21000,1/19/04,Lit,Cogent Data Center
15548-0,Grenoble,1,33 rue Joseph Chanrion,COI Hub - GNB01,Grenoble,FR,38000,5/10/04,Lit,Cogent Data Center
15549-0,Lille,1,72 rue Jenner,COI Hub - LIL01 - Lille,Lille,FR,59000,5/10/04,Lit,Cogent Data Center
15563-0,Montpellier,1,189 pl du 56e rgmt d artillerie,COI Hub - MPL01 - Montpellier,Montpellier,FR,34000,5/11/04,Lit,Cogent Data Center
15565-0,Nice,1,16 Avenue Thiers,Cogent Data Center - Nice,Nice,FR,6000,1/19/04,Lit,Cogent Data Center
15566-0,Sophia,1,282 route des Cystes,COI Hub - NCE02,Antibes,FR,6560,1/19/04,Lit,Cogent Data Center
15567-0,Nantes,1,32 boulevard Victor Hugo,COI Hub - NTE01 - Nantes,Nantes,FR,44000,1/19/04,Lit,Cogent Data Center
15568-0,Paris,1,16 rue Grange Damerose,COI Pop - PAR02 - PZP,Velizy Villacoublay,FR,78140,1/19/04,Lit,Cogent Data Center
15574-0,Poitiers,1,18/22 rue Jeanne dArc,COI Hub - PIS01,Poitiers,FR,86000,11/10/04,Lit,Cogent Data Center
15575-0,Reims,1,34 rue du Pont d Assy,COI Hub - RHE01 - Ikoula Datacenter,Reims,FR,51000,10/5/04,Lit,Carrier Neutral Data Center
15576-0,Rennes,1,Av. Chardonnet - Lorans 30F,COI Hub - RNS01,Rennes,FR,35000,5/10/04,Lit,Cogent Data Center
15577-0,Strasbourg,1,46 route de Bischwiller,COI Hub - SXB01,Schiltigheim,FR,67300,5/10/04,Lit,Cogent Data Center
15578-0,Toulouse,1,125bis ch du Sang de Serp,COI Hub - TLS01 - Toulouse,Toulouse,FR,31000,5/10/04,Lit,Cogent Data Center
15579-0,Tours,1,171 rue des Douets,COI Hub - TUF01 - Tours,Tours,FR,37000,1/19/04,Lit,Cogent Data Center
15580-0,Rouen,1,20 rue Alexandre BarrabÃ©,COI Hub - URO01 - Rouen,Rouen,FR,76000,1/19/04,Lit,Cogent Data Center
15581-1,Amsterdam,1,Gyroscoopweg 2E & 2F,Telecity,Amsterdam,NL,1042 AB,1/19/04,Lit,Carrier Neutral Data Center
15582-1,Amsterdam,1,Science Park 121 (fka Krusilaan 415),COI Pop - AMS04 - SARA,Amsterdam,NL,1098 XG,1/19/04,Lit,Carrier Neutral Data Center
15583-1,Amsterdam,1,Science Park 120,COI Pop - AMS05 - Telecity 1,Amsterdam,NL,1098 XG,1/19/04,Lit,Carrier Neutral Data Center
15584-1,Amsterdam,1,Kuiperbergweg 13,COI Hub - AMS03 - Telecity 2,Amsterdam,NL,1101 AE,1/19/04,Lit,Carrier Neutral Data Center
15585-1,Lisbon,1,Rua Severiano FalcÃ£o 14,COI Hub - LIS01 - TELVENT,Lisbon,PT,2685,1/19/04,Lit,Carrier Neutral Data Center
15586-1,Barcelona,1,Acero 30-32,COI Hub - BCN01 - Carrier House,Barcelona,ES,8014,1/19/04,Lit,Carrier Neutral Data Center
15587-1,Brussels,1,Wezembeekstraat 2,COI Hub - BRU01 - Interxion,Zaventem,BE,1930,1/19/04,Lit,Carrier Neutral Data Center
15588-1,London,1,101 Finsbury Pavement,COI Pop - LON19 - Equinix London City (LD1),London,UK,EC2A1RS,5/28/04,Lit,Carrier Neutral Data Center
15589-1,London,1,11 Hanbury Street,Interxion (Brick Lane),London,UK,E1 6QR,5/28/04,Lit,Carrier Neutral Data Center
15590-1,Paris,1,130-136 bd de Verdun,Telecity Energy Park (former Red,Courbevoie,FR,92400,1/19/04,Lit,Carrier Neutral Data Center
15591-1,London,1,227 Marsh Wall,Telecity 3,London,UK,E14 9FJ,6/11/04,Lit,Carrier Neutral Data Center
15592-1,London,1,240 East India Dock Road,Global Switch,London,UK,E14 9YY,10/29/04,Lit,Carrier Neutral Data Center
15593-1,London,1,260 Goswell Road,Level 3 Goswell,London,UK,EC1V7EB,4/30/04,Lit,Carrier Neutral Data Center
15594-1,Paris,1,45 Avenue Victor Hugo,Telecity Victor Hugo (Telecity 3),Aubervilliers,FR,93300,1/19/04,Lit,Carrier Neutral Data Center
15595-1,London,1,5-6 Greenwich View Place,London Hosting Center,London,UK,E14 9NN,4/4/08,Lit,Carrier Neutral Data Center
15597-1,Geneva,1,6 rue de la confederation,COI Hub - GVA01 - Equinix 1,Geneva,CH,1204,10/6/04,Lit,Carrier Neutral Data Center
15598-1,London,1,80 Clifton Street,COI Pop - LON16 - Redcentric (fka City Lifeline),London,UK,EC2A4HB,8/26/04,Lit,Carrier Neutral Data Center
15623-1,Strasbourg,1,1 rue du Havre,Netcenter LDCOM,Strasbourg,FR,67000,1/19/04,Lit,Carrier Neutral Data Center
15623-2,Strasbourg,1,1 rue du Havre,Plusserver (single tenant),Strasbourg,FR,0,5/10/12,Lit,Carrier Neutral Data Center
15654-1,Marseille,1,40 avenue Roger Salengro,COI Hub - MRS01 - Netcenter LDCOM,Marseille,FR,13000,1/19/04,Lit,Carrier Neutral Data Center
15665-1,Lyon,1,6-8 rue Georges Marannes,COI Hub - LYS01 - Netcenter SFR,Vennissieux,FR,69200,1/19/04,Lit,Carrier Neutral Data Center
15665-2,Lyon,1,6-8 rue Georges Marannes,Lyonix 2A,Vennissieux,FR,69200,7/10/08,Lit,Carrier Neutral Data Center
15665-3,Lyon,1,6-8 rue Georges Marannes,Lyonix 2B,Vennissieux,FR,69200,5/5/10,Lit,Carrier Neutral Data Center
15665-4,Lyon,1,6-8 rue George Marannes,Lyonix 2E,Vennissieux,FR,69200,2/18/14,Lit,Carrier Neutral Data Center
15668-1,London,1,65 Clifton St,Telehouse Metro,London,UK,EC2V 7QP,11/22/07,Lit,Carrier Neutral Data Center
15681-1,Dusseldorf,1,Albertstrasse 27,Equinix Dusseldorf,Dusseldorf,GM,40233,7/14/05,Lit,Carrier Neutral Data Center
15688-1,London,1,6 Braham St,Level 3 Braham,London,UK,E1 8EE,3/27/08,Lit,Carrier Neutral Data Center
15693-1,London,1,900 Coronation Road,COI Pop - LON15 - Equinix - Park Royal LD3,London,UK,NW10 7PH,2/20/09,Lit,Carrier Neutral Data Center
15701-1,Logrono,2,C/ Chile #54,ARSYS,Logrono,ES,26003,1/5/15,Un Lit,Carrier Neutral Data Center
15708-0,Bilbao,2,C/Particular del Norte,Decom COI Hub - BIO01 - Renfe Hut,Bilbao,ES,48002,1/5/15,Un Lit,Carrier Neutral Data Center
15709-0,Tarragona,2,C/Passieg de Espanya,Renfe Hut,Tarragona,ES,43001,10/2/11,Un Lit,Carrier Neutral Data Center
15712-0,Valencia,2,C/XÃ¡tiva,Decom COI Pop - VLC01 - Renfe Hut,Valencia,ES,46007,12/19/14,Un Lit,Carrier Neutral Data Center
15713-0,San Sebastian,2,Paseo de Francia,Decom Renfe Hut - San Sebastian,San Sebastian,ES,20012,12/30/10,Un Lit,Carrier Neutral Data Center
15715-0,Pamplona,2,Plaza de la EstaciÃ_n,Former COI NAP - Renfe Hut,Pamplona,ES,31012,9/10/11,Un Lit,Carrier Neutral Data Center
15722-0,Mannheim,1,Hans Thoma Str. 15-17,COI Pop - MHG01 - MTI/GLH,Mannheim,GM,68163,5/10/04,Lit,Carrier Neutral Data Center
15723-0,Bremen,1,Hermann-Ritter-Str. 104,COI Hub - BRE01 - MTI/GLH,Bremen,GM,28359,5/10/04,Lit,Carrier Neutral Data Center
15724-0,Dusseldorf,1,In der Steele 37,COI Pop - DUS02 - MTI/GLH,Dusseldorf,GM,40599,5/10/04,Lit,Carrier Neutral Data Center
15725-0,Nuremberg,1,Lina Ammon Str. 22,COI Hub - NUE01 -MTI/GLH,Nuremberg,GM,90459,5/11/04,Lit,Carrier Neutral Data Center
15726-2,Berlin,1,LÃ_tzowstr. 105/106,COI Pop - BER02 -IPB,Berlin,GM,10785,3/19/07,Lit,Carrier Neutral Data Center
15727-0,Dresden,1,Marie Curie Str. 7,COI Hub - DRS01 - MTI/GLH,Dresden,GM,1139,5/11/04,Lit,Carrier Neutral Data Center
15730-0,Stuttgart,1,Ruppmannstr. 33,COI Hub - STR01 - MTI/GLH,Stuttgart,GM,70765,5/11/04,Lit,Carrier Neutral Data Center
15731-0,Essen,1,Teilungsweg 28,COI Pop - ESS01 - MTI/GLH,Essen,GM,45329,5/11/04,Lit,Carrier Neutral Data Center
15734-0,Hamburg,1,Wendenstr. 408 -4th Floor MTI/GLH Room,COI Hub - HAM01 - MTI/GLH,Hamburg,GM,20537,5/11/04,Lit,Carrier Neutral Data Center
15735-0,Berlin,1,Wilhelm-von-Siemensstr. 23,COI Hub - BER01 - New MTI POP,Berlin,GM,12227,10/10/07,Lit,Carrier Neutral Data Center
15739-1,Nuremberg,1,DeutschherrnstraÃŸe 15-19,KPN Eurorings,Nuremberg,GM,96429,4/14/05,Lit,Carrier Neutral Data Center
15742-1,Frankfurt,1,Eschborner Landstrasse 110,Global Switch,Frankfurt,GM,60489,3/14/11,Lit,Carrier Neutral Data Center
15749-1,Frankfurt,1,Gutleutstrasse 310,Telecity,Frankfurt,GM,60327,12/10/04,Lit,Carrier Neutral Data Center
15752-1,Frankfurt,1,Hanauer Landstr. 320,e-Shelter (former Telehouse),Frankfurt,GM,60314,7/27/05,Lit,Carrier Neutral Data Center
15753-1,Frankfurt,1,Hanauer Landstr. 302,Interxion FRA1,Frankfurt,GM,60314,10/21/04,Lit,Carrier Neutral Data Center
15757-1,Dusseldorf,1,In der Steele 29,COI Hub - DUS01 - Interxion Telecom GmbH,Dusseldorf,GM,40599,7/23/04,Lit,Carrier Neutral Data Center
15758-1,Copenhagen,1,Industriparken 20,InterXion,Ballerup,DK,2750,11/18/05,Lit,Carrier Neutral Data Center
15759-0,Frankfurt,1,KleyerstraÃŸe 79 -89,Telehouse Frankfurt,Frankfurt,GM,60326,8/30/12,Lit,Carrier Neutral Data Center
15760-1,Frankfurt,1,KleyerstraÃŸe 90,COI Pop - FRA06 - Equinix FR5 (former Ancotel),Frankfurt,GM,60326,7/16/04,Lit,Carrier Neutral Data Center
15761-1,Frankfurt,1,RebstÃ¶ckerstr. 25-31,ITENOS GmbH,Frankfurt,GM,60326,7/16/04,Lit,Carrier Neutral Data Center
15761-2,Frankfurt,1,RebstÃ¶ckerstrasse 25-31,New Telco,Frankfurt,GM,60326,2/19/10,Lit,Carrier Neutral Data Center
15763-1,Hamburg,1,Langenhorner Chaussee 44,ESHELTER,Hamburg,GM,22335,6/3/05,Lit,Carrier Neutral Data Center
15767-1,Frankfurt,1,Lyoner Strasse 28,Telecity - Frankfurt,Frankfurt,GM,60528,11/26/04,Lit,Carrier Neutral Data Center
15770-1,Dusseldorf,1,Am Gatherhof 44,Myloc,Dusseldorf,GM,40599,4/1/05,Lit,Carrier Neutral Data Center
15774-1,London,1,3 Nutmeg Lane,Global Switch 2,London,UK,E14 2AX,1/19/07,Lit,Carrier Neutral Data Center
15775-1,Stockholm,1,"Vanda 3, Esbogatan 11",InterXion Stockholm,Kista,SE,16494,11/29/06,Lit,Carrier Neutral Data Center
15780-0,Madrid,2,Pintor Velazquez S/N,Pintor Velazquez S/N,Madrid - Alcobendas,ES,0,12/25/20,On Hold - Engineering,Carrier Neutral Data Center
15788-1,Rouen,1,Rond-point des Vaches,Netcenter LDCOM,Saint Etienne du Rouvray,FR,76 800,1/19/04,Lit,Carrier Neutral Data Center
15789-1,Rennes,1,Route de Bray,Netcenter Neuf Cegetel,Cesson SevignÃ©,FR,35 510,3/30/07,Lit,Carrier Neutral Data Center
15790-1,London,1,215 Marsh Wall,Telecity 2,London,UK,E14 9FJ,6/11/04,Lit,Carrier Neutral Data Center
15801-1,Frankfurt,1,Taubenstrasse 7-9,Equinix (IX Europe),Frankfurt,GM,60313,10/5/05,Lit,Carrier Neutral Data Center
15803-1,Bordeaux,1,Technolac Rue Dr G Peri,Netcenter LDCOM,Bordeaux,FR,33700,1/19/04,Lit,Carrier Neutral Data Center
15809-1,Valencia,1,"Villa de Madrid, 44 Pol. Ind. Fuente del Jarro",COI Hub - VLC02 - NIXVAL,Paterna (Valencia),ES,46988,6/29/07,Lit,Carrier Neutral Data Center
15810-2,Dusseldorf,1,Vogelsanger Weg 91,KPN,Dusseldorf,GM,40470,7/14/05,Lit,Carrier Neutral Data Center
15814-1,Hamburg,1,Wendenstrasse 379,Incolocate GmbH /Work-IX,Hamburg,GM,20537,6/3/05,Lit,Carrier Neutral Data Center
15820-1,Madrid,1,"Yecora, 4 Pol. Mercedes",Terremark,Madrid,ES,28022,8/10/05,Lit,Carrier Neutral Data Center
1587-1,New York,1,60 Hudson St - Suite 1904,Switch & Data (formerly RACO),New York,NY,10013,11/13/01,Lit,Carrier Neutral Data Center
1587-2,New York,1,60 Hudson St - Suite 900,COI Pop - JFK04 - TelX,New York,NY,10013,11/13/01,Lit,Carrier Neutral Data Center
1587-3,New York,1,60 Hudson St,zColo,New York,NY,10013,2/28/12,Lit,Carrier Neutral Data Center
1587-30,New York,1,60 Hudson St,Metcom Colo,New York,NY,10013,10/15/10,Lit,Carrier Neutral Data Center
15922-1,Frankfurt,1,Weismullerstrasse 23,COI Hub - FRA03 - Interxion FRA3,Frankfurt,GM,60314,9/21/04,Lit,Carrier Neutral Data Center
15923-1,Frankfurt,1,Weismullerstrasse 19,InterXion FRA4,Frankfurt,GM,60314,7/14/05,Lit,Carrier Neutral Data Center
15929-1,Brussels,1,Kouterveldstraat 13,LCL,Diegem,BE,1831,10/5/04,Lit,Carrier Neutral Data Center
1593-1,New York,1,395 Hudson St - 1st Floor,NaviSite,New York,NY,10014,11/20/01,Lit,Carrier Neutral Data Center
15933-1,Munich,1,Landsberger Strasse 155,GAT-C&W/INXS,Munich,GM,80687,5/12/05,Lit,Carrier Neutral Data Center
15934-1,Nuremberg,1,Sandreuthstrasse 31,M-Net/Nefkom,Nuremberg,GM,90441,7/14/05,Lit,Carrier Neutral Data Center
15947-1,Sacramento,1,1100 N Market Blvd,QTS Datacenter (formerly operated by Herakles),Sacramento,CA,95834,8/27/04,Lit,Carrier Neutral Data Center
15948-1,Sacramento,1,1200 Striker Avenue,UFO-Raging Wire,Sacramento,CA,95843,6/22/11,Lit,Carrier Neutral Data Center
15960-1,Amsterdam,1,Johan Huizingalaan 759,Global Switch,Amsterdam,NL,1066 VH,4/1/05,Lit,Carrier Neutral Data Center
15963-0,London,1,"Bath Road, Unit 1, Airport Gate, Harmondsworth, We",COI Pop - LON14 - Equinix Heathrow LD2 IBX,West Drayton,UK,UB7 ONA,8/5/09,Lit,Carrier Neutral Data Center
15964-1,Paris,1,7/9 Rue Petit,Global Switch,Clichy,FR,92110,10/12/05,Lit,Carrier Neutral Data Center
15969-1,Amsterdam,1,Cessnalaan 1-33,Interxion AMS3,Schiphol-Rijk,NL,1119 NJ,11/14/06,Lit,Carrier Neutral Data Center
15971-1,Amsterdam,1,Gyroscoopweg 58-62,Interxion AMS1/AMS4,Amsterdam,NL,1042 AC,3/16/05,Lit,Carrier Neutral Data Center
15974-1,Vienna,1,Louis-HÃ_fliger-Gasse 10 Bldg. 50,COI Hub - VIE01 - Interxion VIE1 - VIX2,Vienna,AT,1210,11/11/04,Lit,Carrier Neutral Data Center
15975-1,Vienna,1,Universitaetsstrasse 7,VIX1 (Aconet),Vienna,AT,1010,6/23/05,Lit,Carrier Neutral Data Center
15984-0,Brussels,1,2 Avenue Leon GrosJean,Level 3,Brussels,BE,1140,12/14/12,Lit,Carrier Neutral Data Center
15997-1,Berlin,1,Alboinstrasse 36-42,Speedbone,Berlin,GM,12103,9/1/05,Lit,Carrier Neutral Data Center
15998-1,Berlin,1,Gradestrasse 40,Versatel Data Center,Berlin,GM,12347,9/1/05,Lit,Carrier Neutral Data Center
16001-3,Munich,1,Arnulfstrasse 32,KPN Munich,Munich,GM,80335,5/12/08,Lit,Carrier Neutral Data Center
16008-0,Los Angeles,1,12950 Culver Blvd,AEGDM,Los Angeles,CA,90066,3/15/05,Lit,Carrier Neutral Data Center
16058-2,Indianapolis,1,701 W Henry St,365 Main,Indianapolis,IN,46225,3/4/09,Lit,Carrier Neutral Data Center
16069-0,Detroit,1,19675 West 10 Mile Road,Level(3) Gateway,Southfield,MI,48078,4/18/08,Lit,Carrier Neutral Data Center
16087-1,Hamburg,1,Flughafen Strasse 54a,Global Connect,Hamburg,GM,22335,6/3/05,Lit,Carrier Neutral Data Center
16088-1,Frankfurt,1,Hanauer Landstrasse 304,InterXion FRA 2,Frankfurt,GM,60314,7/14/05,Lit,Carrier Neutral Data Center
16089-0,Sophia,1,49 rue Emile Hugues,Euclyde,Sophia Antipolis,FR,6560,12/3/04,Lit,Carrier Neutral Data Center
16102-1,Pittsburgh,1,100 South Commons,COI Hub - PIT02 - 365 Main,Pittsburgh,PA,15212,6/22/07,Lit,Carrier Neutral Data Center
16104-1,Pittsburgh,1,"322 4th Ave, 4th Floor",DQE POP,Pittsburgh,PA,15222,6/22/07,Lit,Carrier Neutral Data Center
16107-2,Portland,1,707 SW Washington,COI Hub - PDX02 - Building MMR,Portland,OR,97205,3/12/10,Lit,Carrier Neutral Data Center
