peering DB id,PP Count,IX Count,Inflect IDs,Data Center Owner,Marketing Name,name,DC Code,address1,address2,campus,notes,city,zipcode,state,country,npanxx,peeringDB owner_id,clli,Future Planned DC,rencode,Retired DC,Not Found,Data Source URL
,,,,Comcast ,,,,7202 South Campus View Drive,,,,West Jordan,84084,UT,USA,,,,,,,,
,,,,Comcast ,,,,1225 W Burnside Street,,,,Portland,97209,OR,USA,,,,,,,,
,,,,Comcast ,,,,1233 NW 12th Ave. Suite 201,,,,Portland,97209,OR,USA,,,,,,,,
,,,,Comcast ,,,,13455 SE 97th Avenue,,,,Clackamas,97015,OR,USA,,,,,,,,
,,,,Comcast ,,,,14945 SW Sequoia Parkway,Suite 110,,,Portland,97224,OR,USA,,,,,,,,
,,,,Comcast ,,,,21515 NW Evergreen Parkway,,,,Hillsboro,97124,OR,USA,,,,,,,,
,,,,Comcast ,,,,3935 NW Aloclek Place,,,,Hillsboro,97124,OR,USA,,,,,,,,
,,,,Comcast ,,,,"511 SW 10th Avenue, Suite 300",3rd Floor,,,Portland,97205,OR,USA,,,,,,,,
,,,,Comcast ,,,,520 SW 6th Avenue,,,,Portland,97204,OR,USA,,,,,,,,
,,,,Comcast ,,,,625 SW Stark St. Ste. 500,Suite 500,,,Portland,97205,OR,USA,,,,,,,,
,,,,Comcast ,,,,921 SW Washington Street,Alco Properties,,,Portland,97205,OR,USA,,,,,,,,
,,,,Comcast ,,,,9705 SW Sunshine Court,,,,Beaverton,97005,OR,USA,,,,,,,,
,,,,Comcast ,,,,"1000 Denny Way, 4th Floor",4th Floor,,,Seattle,98109,WA,USA,,,,,,,,
,,,,Comcast ,,,,1101 A. St. Suite 400,,,,Tacoma,98402,WA,USA,,,,,,,,
,,,,Comcast ,,,,12101 Tukwila International Blvd.,,,,Seattle,98168,WA,USA,,,,,,,,
,,,,Comcast ,,,,12301 Tukwila International Boulevard,,,,Tukwila,98168,WA,USA,,,,,,,,
,,,,Comcast ,,,,140 Fourth Avenue North,Suite 200,,,Seattle,98109,WA,USA,,,,,,,,
,,,,Comcast ,,,,2001 6th Ave.,,,,Seattle,98121,WA,USA,,,,,,,,
,,,,Comcast ,,,,3301 Monte Villa Pkwy Suite 125,,,,Bothell,98021,WA,USA,,,,,,,,
,,,,Comcast ,,,,3355 South 120th Place (building 5),,,,Tukwila,98168,WA,USA,,,,,,,,
,,,,Comcast ,,,,4200 194th Street SW,,,,Lynnwood,98036,WA,USA,,,,,,,,
,,,,Comcast ,,,,422 West Riverside Avenue,,,,Spokane,99201,WA,USA,,,,,,,,
,,,,Comcast ,,,,501 S. 336th Street,,,,Federal Way,98003,WA,USA,,,,,,,,
,,,,Comcast ,,,,10290 West 70th Street,,,,Eden Prairie,55344,MN,USA,,,,,,,,
,,,,Comcast ,,,,12450 Wayzata Boulevard,,,,Minnetonka,55305,MN,USA,,,,,,,,
,,,,Comcast ,,,,400 Roberts Street,,,,Saint Paul,55107,MN,USA,,,,,,,,
,,,,Comcast ,,,,511 11th Avenue South,,,,Minneapolis,55415,MN,USA,,,,,,,,
,,,,Comcast ,,,,7700 France Avenue South,,,,Edina,55435,MN,USA,,,,,,,,
